rank,artist,title,youtube_views,youtube_url,youtube_upload_date,youtube_video_title,original_release_year
236,Queen,LOVE OF MY LIFE (LIVE AT WEMBLEY),627259,https://www.youtube.com/watch?v=pOQV5g-7ZhY,,Love of My Life (Live At Wembley Stadium / July 1986),1986
237,Sting & Cheb Mami,DESERT ROSE,566972134,https://www.youtube.com/watch?v=C3lWwBslWqg,,Sting - Desert Rose,1999
238,David Bowie,HEROES,232803632,https://www.youtube.com/watch?v=bsYp9q3QNaQ,,David Bowie - Heroes,1977
239,New Order,BLUE MONDAY,190669368,https://www.youtube.com/watch?v=FYH8DsU2WCk,,New Order - Blue Monday,1983
240,Yes,OWNER OF A LONELY HEART,65738373,https://www.youtube.com/watch?v=SVOuYquXuuc,,YES - Owner of a Lonely Heart (Official Music Video),1983
241,The Verve,BITTER SWEET SYMPHONY,1240613678,https://www.youtube.com/watch?v=1lyu1KKwC74,,The Verve - Bitter Sweet Symphony,1997
242,Santana,EUROPA,45272865,https://www.youtube.com/watch?v=Ot6pSrKT1oc,,EUROPA - Santana,1976
243,Elton John,ROCKET MAN,173142533,https://www.youtube.com/watch?v=DtVBCG6ThDk,,Elton John - Rocket Man (Official Music Video),1972
244,Blur,SONG 2,223955833,https://www.youtube.com/watch?v=SSbBvKaM6sk,,Blur - Song 2 (Official Music Video),1997
245,Enya,ORINOCO FLOW,89070496,https://www.youtube.com/watch?v=LTrk4X9ACtw,,Enya - Orinoco Flow (Official 4K Music Video),1988
246,Vangelis,CONQUEST OF PARADISE (1492),107802781,https://www.youtube.com/watch?v=WYeDsa4Tw0c,,Vangelis - Conquest of paradise,1992
247,Jennifer Rush,THE POWER OF LOVE,179021619,https://www.youtube.com/watch?v=b_zHQ6kFuQ0,,Jennifer Rush - The Power Of Love (Official Video) (VOD),1984
248,Marillion,LAVENDER,2935200,https://www.youtube.com/watch?v=ZTdOMV-yTRg,,Lavender - Marillion,1985
249,a-ha,CRYING IN THE RAIN,63917387,https://www.youtube.com/watch?v=h-WPexVEujg,,a-ha - Crying in the Rain (Official Video),1990
250,Elton John,SACRIFICE,889218491,https://www.youtube.com/watch?v=NrLkTZrPZA4,,Elton John - Sacrifice,1989
251,Faith No More,EASY,35626061,https://www.youtube.com/watch?v=vPzDTfIb0DU,,Faith No More - Easy (Official Music Video),1992
252,The Fugees,KILLING ME SOFTLY WITH HIS SONG,752272206,https://www.youtube.com/watch?v=oKOtzIo-uYw,,Fugees - Killing Me Softly With His Song (Official Video),1996
253,Joe Dassin,ET SI TU N'EXISTAIS PAS,86139744,https://www.youtube.com/watch?v=abfQQ1hzN9M,,Et Si Tu N'Existais Pas - Joe Dassin Lyrics,1975
254,Queen,WE ARE THE CHAMPIONS,289902878,https://www.youtube.com/watch?v=04854XqcfCY,,Queen - We Are The Champions (Official Video),1977
255,The Rolling Stones,(I CAN'T GET NO) SATISFACTION,191072165,https://www.youtube.com/watch?v=nrIPxlFzDi0,,The Rolling Stones - (I Can't Get No) Satisfaction (Official Lyric Video),1965
256,David Bowie,ABSOLUTE BEGINNERS,21616274,https://www.youtube.com/watch?v=o_cHvtPB2dY,,David Bowie - Absolute Beginners,1986
257,Oasis,WONDERWALL,498424385,https://www.youtube.com/watch?v=bx1Bh8ZvH84,,Oasis - Wonderwall (Official Video),1995
258,a-ha,HUNTING HIGH AND LOW,85534884,https://www.youtube.com/watch?v=s6VaeFCxta8,,a-ha - Hunting High and Low (Official Video),1986
259,The Alan Parsons Project,EYE IN THE SKY,76593100,https://www.youtube.com/watch?v=Q6ZRGzx31iQ,,"The Alan Parsons Symphonic Project ""Sirius"" - ""Eye In The Sky"" (Live in Colombia)",1982
260,Bill Medley & Jennifer Warner,(I'VE HAD) THE TIME OF MY LIFE,48511197,https://www.youtube.com/watch?v=4BQLE_RrTSU,,"Bill Medley, Jennifer Warnes - (I've Had) The Time Of My Life (Official HD Video)",1987
261,Linkin Park,NUMB,2625365308,https://www.youtube.com/watch?v=kXYiU_JCYtU,,Numb (Official Music Video) [4K UPGRADE] – Linkin Park,2003
262,Nena,99 LUFTBALLONS,64904686,https://www.youtube.com/watch?v=Fpu5a0Bl8eY,,NENA | 99 Luftballons [1983] [Offizielles HD Musikvideo],1983
263,Joe Cocker,WITH A LITTLE HELP FROM MY FRIENDS,42398020,https://www.youtube.com/watch?v=LpwabPQW4p4,,Joe Cocker - With A Little Help From My Friends (Live),1968
264,10cc,I'M NOT IN LOVE,72830556,https://www.youtube.com/watch?v=ii6pRq0-mhY,,10cc - I'M NOT IN LOVE,1975
265,Mark Knopfler's Guitar Heroes,GOING HOME (THEME FROM LOCAL HERO),15061109,https://www.youtube.com/watch?v=DfXUyQsmXRk,,Mark Knopfler - Going Home: Theme of the Local Hero (A Night In London | Official Live Video),1983
266,Alicia Keys,FALLIN',377656204,https://www.youtube.com/watch?v=Urdlvw0SSEc,,Alicia Keys - Fallin' (Official HD Video),2001
267,Guns N' Roses,SWEET CHILD O'MINE,1877493050,https://www.youtube.com/watch?v=1w7OgIMMRc4,,Guns N' Roses - Sweet Child O' Mine (Official Music Video),1988
268,Alannah Myles,BLACK VELVET,169660685,https://www.youtube.com/watch?v=tT4d1LQy4es,,Alannah Myles - Black Velvet,1989
269,Eminem,LOSE YOURSELF,1421089431,https://www.youtube.com/watch?v=_Yhyp-_hX2s,,Eminem - Lose Yourself [HD],2002
270,Mike Oldfield & Maggie Reilly,MOONLIGHT SHADOW,120731036,https://www.youtube.com/watch?v=e80qhyovOnA,,Mike Oldfield - Moonlight Shadow ft. Maggie Reilly,1983
271,Jay-Z & Alicia Keys,EMPIRE STATE OF MIND,431273215,https://www.youtube.com/watch?v=vk6014HuxcE,,JAY-Z - Empire State Of Mind ft. Alicia Keys,2009
272,Johnny Cash,HURT,322776395,https://www.youtube.com/watch?v=8AHCfZTRGiI,,Johnny Cash - Hurt,2002
273,Roberta Flack,KILLING ME SOFTLY WITH HIS SONG,12709574,https://www.youtube.com/watch?v=DEbi_YjpA-Y,,Roberta Flack - Killing Me Softly With His Song (Official Audio),1973
274,Freddie Mercury & Montserrat Caballe,BARCELONA,100495661,https://www.youtube.com/watch?v=ksNoe8W2jTc,,"Freddie Mercury & Montserrat Caballé - How Can I Go On (Live at La Nit, 1988 Remastered)",1987
275,The Doors,PEOPLE ARE STRANGE,27828493,https://www.youtube.com/watch?v=j0Mz_IqpZX8,,The Doors - People Are Strange,1967
276,Chris Rea,LOOKING FOR THE SUMMER,30936548,https://www.youtube.com/watch?v=A8a6kHQN9BA,,Chris Rea - Looking For The Summer  HD 720,1991
277,Portishead,GLORY BOX,54499475,https://www.youtube.com/watch?v=4qQyUi4zfDs,,Portishead - Glory Box,1994
278,David Gilmour,BETWEEN TWO POINTS (FEAT. ROMANY GILMOUR),11218385,https://www.youtube.com/watch?v=o_QTaUuU8F4,,David Gilmour - Between Two Points (with Romany Gilmour) [Tour Rehearsal],2024
279,Bob Dylan,BLOWIN' IN THE WIND,26036705,https://www.youtube.com/watch?v=MMFj8uDubsE,,Bob Dylan - Blowin' in the Wind (Official Audio),1963
280,Rodriguez,SUGAR MAN,7754944,https://www.youtube.com/watch?v=E90_aL870ao,,Sixto Rodriguez - Sugar Man,1970
281,Bon Jovi,IT'S MY LIFE,1554214778,https://www.youtube.com/watch?v=vx2u5uUu3DE,,Bon Jovi - It's My Life (Official Music Video),2000
282,The Prodigy,BREATHE,117880065,https://www.youtube.com/watch?v=rmHDhAohJlQ,,The Prodigy - Breathe (Official Video),1996
283,Dalida & Alain Delon,"PAROLES, PAROLES",64660746,https://www.youtube.com/watch?v=_ifJapuqYiU,,"Dalida & Alain Delon - Paroles, paroles",1973
284,Seal,KISS FROM A ROSE,15936970,https://www.youtube.com/watch?v=Kwdweif1YI0,,Seal - Kiss From A Rose [Seal Version] (Official Video) [HD],1994
285,Derek And The Dominos,LAYLA,69851509,https://www.youtube.com/watch?v=TngViNw2pOo,,Layla,1970
286,Alice In Chains,WOULD?,200412943,https://www.youtube.com/watch?v=Nco_kh8xJDs,,Alice In Chains - Would? (Official HD Video),1992
287,Cyndi Lauper,TIME AFTER TIME,586884180,https://www.youtube.com/watch?v=VdQY7BusJNU,,Cyndi Lauper - Time After Time (Official HD Video),1984
288,Michael Jackson,SMOOTH CRIMINAL,1132288439,https://www.youtube.com/watch?v=h_D3VFfhvs4,,Michael Jackson - Smooth Criminal (Official Video),1988
289,Johnny Cash,RING OF FIRE,52524759,https://www.youtube.com/watch?v=1WaV2x8GXj0,,Ring of Fire,1963
290,Black Sabbath,IRON MAN,25482279,https://www.youtube.com/watch?v=b3-QqGVt-tM,,Iron Man (2012 Remaster),1970
291,Jack Savoretti,YOU DON'T HAVE TO SAY YOU LOVE ME,2793284,https://www.youtube.com/watch?v=wsAqUvfJbhg,,You Don't Have To Say You Love Me / Io che non vivo senza te (Medley / Live At Pool Stu...,2022
292,Beastie Boys,(YOU GOTTA) FIGHT FOR YOUR RIGHT (TO PARTY!),82566832,https://www.youtube.com/watch?v=eBShN8qT4lk,,Beastie Boys - (You Gotta) Fight For Your Right (To Party) (Official Music Video),1986
293,Röyksopp,WHAT ELSE IS THERE?,35395037,https://www.youtube.com/watch?v=ADBKdSCbmiM,,Röyksopp - What Else Is There ?,2005
294,Tears For Fears,SHOUT,246606965,https://www.youtube.com/watch?v=Ye7FKc1JQe4,,Tears For Fears - Shout (Official Music Video),1984
295,Queen,RADIO GA GA,339901812,https://www.youtube.com/watch?v=azdwsXLmrHE,,Queen - Radio Ga Ga (Official Video),1984
296,Tina Turner,GOLDENEYE,18493752,https://www.youtube.com/watch?v=4hGQ97tCTOs,,Tina Turner - Golden Eye (HD),1995
297,Bryan Ferry,SLAVE TO LOVE,85766381,https://www.youtube.com/watch?v=UH1CMCtV4to,,Bryan Ferry - Slave To Love (Official Music Video),1985
298,Janis Joplin,PIECE OF MY HEART,40936066,https://www.youtube.com/watch?v=7uG2gYE5KOs,,Janis Joplin - Piece Of My Heart,1968
299,Whitney Houston,I HAVE NOTHING,988761179,https://www.youtube.com/watch?v=FxYw0XPEoKE,,Whitney Houston - I Have Nothing (Official HD Video),1993
300,Red Hot Chili Peppers,OTHERSIDE,891579985,https://www.youtube.com/watch?v=rn_YodiJO6k,,Red Hot Chili Peppers - Otherside [Official Music Video] [HD UPGRADE],2000
301,Freddie Mercury,I WAS BORN TO LOVE YOU,86354557,https://www.youtube.com/watch?v=Fna56a_r41s,,Queen - I Was Born To Love You (Official Video),1985
302,Amy Winehouse,YOU KNOW I'M NO GOOD,434851297,https://www.youtube.com/watch?v=b-I2s5zRbHg,,Amy Winehouse - You Know I'm No Good,2006
303,Céline Dion,MY HEART WILL GO ON,220998650,https://www.youtube.com/watch?v=F2RnxZnubCM,,Titanic • My Heart Will Go On • Celine Dion,1997
304,Gorillaz,CLINT EASTWOOD,993833334,https://www.youtube.com/watch?v=1V_xRb0x9aw,,Gorillaz - Clint Eastwood (Official Video),2001
305,Blondie,HEART OF GLASS,621035457,https://www.youtube.com/watch?v=WGU_4-5RaxU,,Blondie - Heart Of Glass,1979
306,The Beatles,ALL YOU NEED IS LOVE,19672010,https://www.youtube.com/watch?v=_7xMfIp-irg,,All You Need Is Love (Remastered 2009),1967
307,Tom Odell,ANOTHER LOVE,1125194124,https://www.youtube.com/watch?v=MwpMEbgC7DA,,Tom Odell - Another Love (Official Video),2012
308,Adele,ROLLING IN THE DEEP,2786733202,https://www.youtube.com/watch?v=rYEDA3JcQqw,,Adele - Rolling in the Deep (Official Music Video),2010
309,Stevie Wonder,I JUST CALLED TO SAY I LOVE YOU,161093501,https://www.youtube.com/watch?v=1bGOgY1CmiU,,Stevie Wonder I Just Called To Say I Love You,1984
310,Janis Joplin,SUMMERTIME,18848563,https://www.youtube.com/watch?v=bn5TNqjuHiU,,"Janis Joplin ""Summertime"" (Live -1969)",1968
311,Rammstein,DU HAST,675618237,https://www.youtube.com/watch?v=W3q8Od5qJio,,Rammstein - Du Hast (Official 4K Video),1997
312,Bryan Adams,HEAVEN,121109231,https://www.youtube.com/watch?v=3eT464L1YRA,,Bryan Adams - Heaven (Official Music Video),1985
313,Belinda Carlisle,HEAVEN IS A PLACE ON EARTH,124979279,https://www.youtube.com/watch?v=j2F4INQFjEI,,Belinda Carlisle - Heaven Is A Place On Earth (Official HD Music Video),1987
314,Bruce Springsteen,I'M ON FIRE,80077638,https://www.youtube.com/watch?v=lrpXArn3hII,,Bruce Springsteen - I'm On Fire (Official Video),1985
315,"Earth, Wind & Fire",SEPTEMBER,855729690,https://www.youtube.com/watch?v=Gs069dndIYk,,"Earth, Wind & Fire - September (Official HD Video)",1978
316,Ennio Morricone,GABRIEL'S OBOE,26253580,https://www.youtube.com/watch?v=s7w-IeNR9ko,,Morricone conducts Morricone: The Mission (Gabriel's Oboe),1986
317,Simon And Garfunkel,MRS. ROBINSON,112424213,https://www.youtube.com/watch?v=9C1BCAgu2I8,,Simon & Garfunkel - Mrs. Robinson (Audio),1968
318,Amy Macdonald,THIS IS THE LIFE,196465875,https://www.youtube.com/watch?v=iRYvuS9OxdA,,Amy Macdonald - This is the Life,2007
319,Massive Attack,UNFINISHED SYMPATHY,93008250,https://www.youtube.com/watch?v=ZWmrfgj0MZI,,Massive Attack - Unfinished Sympathy,1991
320,Zaz,SI JAMAIS J'OUBLIE,122353761,https://www.youtube.com/watch?v=5ZDsCJ4rGD4,,ZAZ - Si jamais j'oublie (Clip officiel),2015
321,Eminem feat. Dido,STAN,827091072,https://www.youtube.com/watch?v=gOMhN-hfMtY,,Eminem - Stan (Long Version) ft. Dido,2000
322,Kate Bush,BABOOSHKA,52615692,https://www.youtube.com/watch?v=6xckBwPdo1c,,Kate Bush - Babooshka - Official Music Video,1980
323,Lou Reed,PERFECT DAY,85945751,https://www.youtube.com/watch?v=QYEC4TZsy-Y,,Lou Reed - Perfect Day,1972
324,Red Box,CHENKO,419892,https://www.youtube.com/watch?v=dv-P7jWbY74,,Red Box - Chenko (Tenka-Io),1983
325,Motörhead,ACE OF SPADES,61042770,https://www.youtube.com/watch?v=3mbvWn1EY6g,,Motörhead – Ace Of Spades (Official Video),1980
326,The Cranberries,DREAMS,321532916,https://www.youtube.com/watch?v=Yam5uK6e-bQ,,The Cranberries - Dreams (Dir: Peter Scammell) (Official Music Video),1992
327,John Lennon,WOMAN,148593328,https://www.youtube.com/watch?v=ZhfWiU8wGCc,,"WOMAN. (Ultimate Mix, 2020) - John Lennon (official music video HD)",1980
328,Dave Brubeck Quartet,TAKE FIVE,93549621,https://www.youtube.com/watch?v=vmDDOFXSgAs,,Dave Brubeck - Take Five,1959
329,America,A HORSE WITH NO NAME,44971963,https://www.youtube.com/watch?v=na47wMFfQCo,,America - A Horse With No Name (Official Audio),1972
330,Bryan Ferry,DON'T STOP THE DANCE,105300916,https://www.youtube.com/watch?v=A8UWMFV7ONE,,Bryan Ferry - Don't Stop The Dance (Art Remastering),1985
331,Queen,I WANT TO BREAK FREE,576230211,https://www.youtube.com/watch?v=f4Mc-NYPHaQ,,Queen - I Want To Break Free (Official Video),1984
332,The Boomtown Rats,I DON'T LIKE MONDAYS,20874617,https://www.youtube.com/watch?v=-Kobdb37Cwc,,The Boomtown Rats - I Don't Like Mondays (Official Video),1979
333,Cyndi Lauper,TRUE COLORS,167823393,https://www.youtube.com/watch?v=LPn0KFlbqX8,,Cyndi Lauper - True Colors (Official HD Video),1986
334,Basia,NEW DAY FOR YOU,1474447,https://www.youtube.com/watch?v=jJPmZFUDoi8,,Basia - New Day for You (Video),1987
335,Pet Shop Boys,ALWAYS ON MY MIND,10665721,https://www.youtube.com/watch?v=RCHSkXFB46g,,Pet Shop Boys - Always On My Mind on Top Of The Pops 10/12/1987,1987
336,The Rolling Stones,ANYBODY SEEN MY BABY,90254885,https://www.youtube.com/watch?v=BinwuzZVjnE,,The Rolling Stones - Anybody Seen My Baby - OFFICIAL PROMO,1997
337,Queen,DON'T STOP ME NOW,968075965,https://www.youtube.com/watch?v=HgzGwKwLmgM,,Queen - Don't Stop Me Now (Official Video),1979
338,Roxy Music,AVALON,39209292,https://www.youtube.com/watch?v=bpA_5a0miWk,,Roxy Music - Avalon,1982
339,Kansas,DUST IN THE WIND,317801343,https://www.youtube.com/watch?v=tH2w6Oxx0kQ,,Kansas - Dust in the Wind (Official Video),1977
340,The Prodigy,FIRESTARTER,197451536,https://www.youtube.com/watch?v=wmin5WkOuPw,,The Prodigy - Firestarter (Official Video),1996
341,Fleetwood Mac,LITTLE LIES,87936602,https://www.youtube.com/watch?v=uCGD9dT12C0,,Fleetwood Mac - Little Lies (Official Music Video) [HD],1987
342,Eric Clapton,WONDERFUL TONIGHT,196456401,https://www.youtube.com/watch?v=UprwkbzUX6g,,Eric Clapton - Wonderful Tonight [Official Live],1977
343,Malcolm McLaren & Catherine Deneuve,PARIS PARIS,739761,https://www.youtube.com/watch?v=CGnYphYY050,,"Malcolm McLaren, Catherine Deneuve - Paris Paris",1994
344,Florence And The Machine,DOG DAYS ARE OVER,243398472,https://www.youtube.com/watch?v=iWOyfLBYtuU,,Florence + The Machine - Dog Days Are Over (2010 Version) (Official Music Video),2008
345,Midnight Oil,BEDS ARE BURNING,283843237,https://www.youtube.com/watch?v=ejorQVy3m8E,,Midnight Oil - Beds Are Burning,1987
346,Pearl Jam,BLACK,83061502,https://www.youtube.com/watch?v=qgaRVvAKoqQ,,Pearl Jam - Black (Official Audio),1991
347,System Of A Down,CHOP SUEY!,1515094100,https://www.youtube.com/watch?v=CSvFpBOe8eY,,System Of A Down - Chop Suey! (Official HD Video),2001
348,Duran Duran,ORDINARY WORLD,176646411,https://www.youtube.com/watch?v=FqIACCH20JU,,Duran Duran - Ordinary World (Official Music Video),1992
349,Kings Of Leon,USE SOMEBODY,357403623,https://www.youtube.com/watch?v=gnhXHvRoUd0,,Kings Of Leon - Use Somebody (Official Video),2008
350,Billy Joel,UPTOWN GIRL,270386985,https://www.youtube.com/watch?v=hCuMWrfXG4E,,Billy Joel - Uptown Girl (Official Video),1983
351,Billie Eilish,BAD GUY,1332797303,https://www.youtube.com/watch?v=DyDfgMOUjCI,,Billie Eilish - bad guy,2019
352,Fool's Garden,LEMON TREE,82143615,https://www.youtube.com/watch?v=wCQfkEkePx8,,Fools Garden - Lemon Tree (Official HD Video),1995
353,Jimi Hendrix,ALL ALONG THE WATCHTOWER,267466435,https://www.youtube.com/watch?v=TLV4_xaYynY,,The Jimi Hendrix Experience - All Along The Watchtower (Official Audio),1968
354,Lenny Kravitz,I BELONG TO YOU,124168971,https://www.youtube.com/watch?v=ucvLuGgsGS8,,Lenny Kravitz - I Belong To You (Official Music Video),1998
355,Sia,CHANDELIER,2888709725,https://www.youtube.com/watch?v=2vjPBrBU-TM,,Sia - Chandelier (Official Video),2014
356,Rammstein,RADIO,1185083,https://www.youtube.com/watch?v=Zh3X1zj5An4,,Radio - Rammstein (audio),2019
357,Frank Sinatra,STRANGERS IN THE NIGHT,23427932,https://www.youtube.com/watch?v=ZwAERaRUsp0,,Frank Sinatra - Strangers In The Night,1966
